ProductID,InventoryUnits,UnitsSold,SellThroughRatePct
P03490,356,77,21.63
P03491,174,21,12.07
P03492,432,115,26.62
P03493,326,137,42.02
P03494,229,60,26.2
P03495,72,12,16.67
P03496,363,143,39.39
P03497,291,57,19.59
P03498,331,52,15.71
P03499,58,42,72.41
P03500,246,101,41.06
P03501,390,242,62.05
P03502,462,97,21.0
P03503,207,83,40.1
P03504,163,26,15.95
P03505,367,135,36.78
P03506,150,96,64.0
P03507,449,305,67.93
P03508,333,146,43.84
P03509,466,133,28.54
P03510,135,78,57.78
P03511,87,45,51.72
P03512,423,172,40.66
P03513,180,74,41.11
P03514,202,85,42.08
P03515,170,54,31.76
P03516,239,105,43.93
P03517,454,62,13.66
P03518,357,168,47.06
P03519,82,35,42.68
P03520,448,167,37.28
P03521,248,77,31.05
P03522,360,181,50.28
P03523,214,89,41.59
P03524,92,15,16.3
P03525,238,82,34.45
P03526,202,30,14.85
P03527,58,20,34.48
P03528,387,173,44.7
P03529,437,155,35.47
P03530,458,148,32.31
P03531,159,45,28.3
P03532,335,117,34.93
P03533,289,42,14.53
P03534,318,237,74.53
P03535,409,189,46.21
P03536,220,113,51.36
P03537,173,38,21.97
P03538,265,186,70.19
P03539,349,164,46.99
P03540,244,90,36.89
P03541,186,105,56.45
P03542,74,22,29.73
P03543,307,217,70.68
P03544,59,12,20.34
P03545,261,167,63.98
P03546,327,238,72.78
P03547,257,108,42.02
P03548,279,187,67.03
P03549,174,25,14.37
P03550,160,81,50.62
P03551,430,143,33.26
P03552,451,152,33.7
P03553,122,48,39.34
P03554,142,69,48.59
P03555,210,105,50.0
P03556,365,103,28.22
P03557,77,27,35.06
P03558,404,106,26.24
P03559,53,27,50.94
P03560,428,71,16.59
P03561,68,26,38.24
P03562,427,314,73.54
P03563,474,352,74.26
P03564,407,178,43.73
P03565,492,128,26.02
P03566,256,123,48.05
P03567,338,141,41.72
P03568,330,42,12.73
P03569,55,41,74.55
P03570,435,136,31.26
P03571,367,132,35.97
P03572,239,104,43.51
P03573,146,98,67.12
P03574,351,217,61.82
P03575,491,115,23.42
P03576,121,68,56.2
P03577,464,310,66.81
P03578,304,172,56.58
P03579,404,77,19.06
P03580,113,51,45.13
P03581,97,63,64.95
P03582,347,79,22.77
P03583,177,80,45.2
P03584,219,117,53.42
P03585,330,169,51.21
P03586,152,26,17.11
P03587,203,57,28.08
P03588,212,97,45.75
P03589,208,49,23.56
P03590,365,116,31.78
P03591,118,44,37.29
P03592,458,50,10.92
P03593,372,161,43.28
P03594,55,41,74.55
P03595,304,111,36.51
P03596,125,35,28.0
P03597,118,31,26.27
P03598,367,160,43.6
P03599,162,64,39.51
P03600,305,201,65.9
P03601,177,91,51.41
P03602,193,69,35.75
P03603,351,123,35.04
P03604,343,156,45.48
P03605,59,16,27.12
P03606,440,165,37.5
P03607,314,90,28.66
P03608,166,72,43.37
P03609,100,46,46.0
P03610,268,174,64.93
P03611,363,96,26.45
P03612,59,41,69.49
P03613,180,81,45.0
P03614,475,272,57.26
P03615,95,47,49.47
P03616,410,262,63.9
P03617,157,83,52.87
P03618,277,30,10.83
P03619,393,139,35.37
P03620,496,352,70.97
P03621,321,126,39.25
P03622,149,95,63.76
P03623,86,57,66.28
P03624,384,121,31.51
P03625,310,204,65.81
P03626,396,137,34.6
P03627,494,58,11.74
P03628,423,233,55.08
P03629,275,174,63.27
P03630,358,141,39.39
P03631,331,70,21.15
P03632,135,67,49.63
P03633,189,110,58.2
P03634,91,48,52.75
P03635,215,71,33.02
P03636,131,44,33.59
P03637,453,207,45.7
P03638,436,98,22.48
P03639,377,245,64.99
P03640,230,38,16.52
P03641,53,22,41.51
P03642,295,194,65.76
P03643,61,27,44.26
P03644,61,36,59.02
P03645,119,30,25.21
P03646,271,106,39.11
P03647,387,218,56.33
P03648,234,159,67.95
P03649,398,206,51.76
P03650,290,75,25.86
P03651,452,88,19.47
P03652,218,141,64.68
P03653,185,85,45.95
P03654,83,18,21.69
P03655,148,62,41.89
P03656,69,13,18.84
P03657,128,22,17.19
P03658,477,333,69.81
P03659,295,134,45.42
P03660,321,84,26.17
P03661,223,150,67.26
P03662,339,254,74.93
P03663,303,204,67.33
P03664,461,270,58.57
P03665,407,295,72.48
P03666,297,68,22.9
P03667,401,269,67.08
P03668,326,109,33.44
P03669,497,60,12.07
P03670,285,34,11.93
P03671,432,96,22.22
P03672,129,78,60.47
P03673,125,85,68.0
P03674,190,35,18.42
P03675,420,273,65.0
P03676,447,264,59.06
P03677,230,31,13.48
P03678,249,143,57.43
P03679,270,34,12.59
P03680,141,38,26.95
P03681,291,130,44.67
P03682,422,292,69.19
P03683,387,65,16.8
P03684,89,29,32.58
P03685,209,99,47.37
P03686,337,196,58.16
P03687,316,220,69.62
P03688,365,148,40.55
P03689,386,250,64.77
P03690,186,93,50.0
P03691,261,61,23.37
P03692,125,60,48.0
P03693,372,113,30.38
P03694,251,140,55.78
P03695,206,59,28.64
P03696,389,105,26.99
P03697,472,337,71.4
P03698,449,310,69.04
P03699,110,43,39.09
P03700,416,249,59.86
P03701,305,225,73.77
P03702,99,16,16.16
P03703,224,111,49.55
P03704,150,40,26.67
P03705,166,103,62.05
P03706,327,54,16.51
P03707,231,142,61.47
P03708,369,85,23.04
P03709,412,163,39.56
P03710,53,33,62.26
P03711,421,61,14.49
P03712,114,80,70.18
P03713,52,13,25.0
P03714,92,39,42.39
P03715,72,42,58.33
P03716,203,37,18.23
P03717,427,212,49.65
P03718,356,155,43.54
P03719,248,119,47.98
P03720,474,252,53.16
P03721,269,100,37.17
P03722,90,26,28.89
P03723,58,13,22.41
P03724,277,197,71.12
P03725,151,54,35.76
P03726,217,62,28.57
P03727,189,25,13.23
P03728,229,135,58.95
P03729,483,214,44.31
P03730,80,18,22.5
P03731,99,67,67.68
P03732,179,127,70.95
P03733,384,258,67.19
P03734,163,76,46.63
P03735,162,56,34.57
P03736,373,77,20.64
P03737,320,110,34.38
P03738,338,168,49.7
P03739,346,86,24.86
P03740,336,135,40.18
P03741,299,141,47.16
P03742,283,163,57.6
P03743,395,63,15.95
P03744,203,135,66.5
P03745,194,77,39.69
P03746,159,76,47.8
P03747,423,301,71.16
P03748,55,12,21.82
P03749,144,97,67.36
P03750,116,72,62.07
P03751,218,163,74.77
P03752,148,53,35.81
P03753,277,51,18.41
P03754,489,53,10.84
P03755,242,149,61.57
P03756,486,92,18.93
P03757,189,56,29.63
P03758,395,293,74.18
P03759,112,43,38.39
P03760,324,81,25.0
P03761,388,229,59.02
P03762,350,97,27.71
P03763,471,210,44.59
P03764,320,65,20.31
P03765,313,125,39.94
P03766,341,58,17.01
P03767,209,126,60.29
P03768,148,50,33.78
P03769,457,140,30.63
P03770,489,365,74.64
P03771,469,300,63.97
P03772,390,179,45.9
P03773,150,107,71.33
P03774,155,37,23.87
P03775,189,89,47.09
P03776,281,198,70.46
P03777,156,73,46.79
P03778,405,122,30.12
P03779,87,55,63.22
P03780,460,88,19.13
P03781,253,50,19.76
P03782,222,128,57.66
P03783,252,37,14.68
P03784,267,35,13.11
P03785,298,103,34.56
P03786,189,68,35.98
P03787,186,75,40.32
P03788,219,127,57.99
P03789,120,56,46.67
P03790,152,86,56.58
P03791,238,32,13.45
P03792,63,19,30.16
P03793,238,173,72.69
P03794,237,90,37.97
P03795,51,12,23.53
P03796,261,194,74.33
P03797,347,127,36.6
P03798,400,164,41.0
P03799,224,55,24.55
P03800,285,150,52.63
P03801,85,20,23.53
P03802,196,97,49.49
P03803,348,206,59.2
P03804,258,135,52.33
P03805,479,76,15.87
P03806,408,62,15.2
P03807,458,297,64.85
P03808,266,183,68.8
P03809,84,16,19.05
P03810,299,103,34.45
P03811,475,249,52.42
P03812,127,82,64.57
P03813,482,333,69.09
P03814,53,29,54.72
P03815,326,64,19.63
P03816,468,281,60.04
P03817,145,95,65.52
P03818,170,56,32.94
P03819,413,174,42.13
P03820,206,43,20.87
P03821,344,102,29.65
P03822,101,67,66.34
P03823,352,56,15.91
P03824,280,167,59.64
P03825,275,45,16.36
P03826,381,111,29.13
P03827,251,120,47.81
P03828,358,37,10.34
P03829,241,130,53.94
P03830,435,133,30.57
P03831,300,176,58.67
P03832,178,131,73.6
P03833,445,165,37.08
P03834,191,23,12.04
P03835,474,309,65.19
P03836,484,135,27.89
P03837,301,59,19.6
P03838,255,171,67.06
P03839,169,42,24.85
P03840,425,210,49.41
P03841,170,45,26.47
P03842,325,183,56.31
P03843,411,214,52.07
P03844,131,56,42.75
P03845,127,59,46.46
P03846,480,119,24.79
P03847,494,56,11.34
P03848,195,121,62.05
P03849,154,104,67.53
P03850,338,205,60.65
P03851,312,175,56.09
P03852,164,67,40.85
P03853,147,70,47.62
P03854,309,170,55.02
P03855,173,20,11.56
P03856,293,110,37.54
P03857,359,88,24.51
P03858,167,56,33.53
P03859,307,180,58.63
P03860,494,166,33.6
P03861,291,169,58.08
P03862,113,83,73.45
P03863,380,266,70.0
P03864,249,159,63.86
P03865,372,243,65.32
P03866,64,23,35.94
P03867,370,213,57.57
P03868,357,190,53.22
P03869,51,38,74.51
P03870,257,122,47.47
P03871,261,99,37.93
P03872,302,195,64.57
P03873,327,192,58.72
P03874,364,66,18.13
P03875,461,225,48.81
P03876,393,191,48.6
P03877,189,96,50.79
P03878,484,345,71.28
P03879,265,130,49.06
P03880,438,291,66.44
P03881,268,89,33.21
P03882,195,27,13.85
P03883,375,129,34.4
P03884,377,168,44.56
P03885,104,67,64.42
P03886,84,43,51.19
P03887,391,151,38.62
P03888,111,44,39.64
P03889,256,191,74.61
P03890,256,49,19.14
P03891,247,58,23.48
P03892,256,130,50.78
P03893,477,265,55.56
P03894,277,99,35.74
P03895,440,53,12.05
P03896,263,116,44.11
P03897,262,51,19.47
P03898,338,46,13.61
P03899,155,50,32.26
P03900,479,90,18.79
P03901,469,181,38.59
P03902,127,76,59.84
P03903,116,15,12.93
P03904,210,89,42.38
P03905,135,57,42.22
P03906,83,8,9.64
P03907,413,239,57.87
P03908,139,22,15.83
P03909,215,152,70.7
P03910,494,255,51.62
P03911,229,66,28.82
P03912,67,47,70.15
P03913,159,57,35.85
P03914,146,39,26.71
P03915,300,105,35.0
P03916,241,120,49.79
P03917,84,48,57.14
P03918,181,96,53.04
P03919,260,182,70.0
P03920,295,213,72.2
P03921,237,54,22.78
P03922,495,343,69.29
P03923,271,46,16.97
P03924,366,264,72.13
P03925,307,82,26.71
P03926,232,63,27.16
P03927,62,23,37.1
P03928,357,78,21.85
P03929,436,278,63.76
P03930,442,80,18.1
P03931,406,157,38.67
P03932,153,106,69.28
P03933,253,130,51.38
P03934,372,184,49.46
P03935,379,283,74.67
P03936,326,37,11.35
P03937,72,22,30.56
P03938,380,69,18.16
P03939,304,67,22.04
P03940,87,21,24.14
P03941,292,148,50.68
P03942,379,105,27.7
P03943,471,250,53.08
P03944,404,234,57.92
P03945,167,60,35.93
P03946,359,161,44.85
P03947,353,66,18.7
P03948,138,81,58.7
P03949,423,158,37.35
P03950,122,78,63.93
P03951,387,171,44.19
P03952,382,211,55.24
P03953,482,161,33.4
P03954,341,117,34.31
P03955,82,31,37.8
P03956,492,253,51.42
P03957,222,95,42.79
P03958,254,158,62.2
P03959,440,60,13.64
P03960,153,105,68.63
P03961,348,244,70.11
P03962,396,102,25.76
P03963,288,48,16.67
P03964,386,182,47.15
P03965,370,52,14.05
P03966,285,71,24.91
P03967,91,39,42.86
P03968,385,192,49.87
P03969,405,92,22.72
P03970,189,133,70.37
P03971,418,91,21.77
P03972,147,29,19.73
P03973,126,26,20.63
P03974,106,75,70.75
P03975,298,200,67.11
P03976,180,22,12.22
P03977,362,207,57.18
P03978,344,51,14.83
P03979,242,36,14.88
P03980,166,25,15.06
P03981,461,295,63.99
P03982,447,169,37.81
P03983,206,95,46.12
P03984,162,19,11.73
P03985,411,282,68.61
P03986,358,264,73.74
P03987,255,64,25.1
P03988,287,151,52.61
P03989,376,203,53.99
P03990,145,106,73.1
P03991,498,206,41.37
P03992,300,76,25.33
P03993,107,36,33.64
P03994,479,247,51.57
P03995,498,203,40.76
P03996,474,72,15.19
P03997,364,227,62.36
P03998,181,120,66.3
P03999,288,118,40.97
P04000,291,128,43.99
P04001,279,117,41.94
P04002,117,52,44.44
P04003,189,32,16.93
P04004,261,100,38.31
P04005,287,112,39.02
P04006,194,145,74.74
P04007,378,50,13.23
P04008,468,142,30.34
P04009,260,110,42.31
P04010,334,217,64.97
P04011,136,54,39.71
P04012,133,38,28.57
P04013,82,37,45.12
P04014,496,145,29.23
P04015,185,84,45.41
P04016,362,199,54.97
P04017,330,147,44.55
P04018,110,55,50.0
P04019,124,16,12.9
P04020,409,216,52.81
P04021,408,298,73.04
P04022,300,126,42.0
P04023,204,127,62.25
P04024,230,105,45.65
P04025,405,226,55.8
P04026,138,42,30.43
P04027,89,65,73.03
P04028,175,42,24.0
P04029,135,27,20.0
P04030,125,16,12.8
P04031,258,117,45.35
P04032,411,206,50.12
P04033,361,189,52.35
P04034,172,36,20.93
P04035,240,126,52.5
P04036,261,54,20.69
P04037,225,133,59.11
P04038,485,135,27.84
P04039,477,179,37.53
P04040,497,168,33.8
P04041,238,81,34.03
P04042,406,231,56.9
P04043,381,285,74.8
P04044,409,181,44.25
P04045,122,44,36.07
P04046,475,138,29.05
P04047,472,239,50.64
P04048,408,160,39.22
P04049,307,185,60.26
P04050,252,125,49.6
P04051,161,59,36.65
P04052,77,55,71.43
P04053,482,52,10.79
P04054,143,78,54.55
P04055,203,75,36.95
P04056,250,45,18.0
P04057,354,57,16.1
P04058,169,88,52.07
P04059,147,29,19.73
P04060,198,130,65.66
P04061,198,60,30.3
P04062,76,25,32.89
P04063,226,120,53.1
P04064,298,72,24.16
P04065,251,26,10.36
P04066,208,81,38.94
P04067,462,205,44.37
P04068,166,65,39.16
P04069,429,171,39.86
P04070,324,173,53.4
P04071,343,223,65.01
P04072,174,59,33.91
P04073,484,297,61.36
P04074,264,37,14.02
P04075,278,115,41.37
P04076,160,55,34.38
P04077,265,107,40.38
P04078,356,57,16.01
P04079,471,90,19.11
P04080,434,126,29.03
P04081,120,33,27.5
P04082,86,30,34.88
P04083,478,190,39.75
P04084,418,102,24.4
P04085,118,59,50.0
P04086,433,149,34.41
P04087,392,55,14.03
P04088,484,125,25.83
P04089,122,57,46.72
P04090,422,209,49.53
P04091,214,133,62.15
P04092,298,77,25.84
P04093,166,77,46.39
P04094,81,33,40.74
P04095,363,237,65.29
P04096,83,48,57.83
P04097,259,48,18.53
P04098,138,100,72.46
P04099,463,153,33.05
P04100,251,181,72.11
P04101,133,38,28.57
P04102,479,194,40.5
P04103,359,164,45.68
P04104,128,18,14.06
P04105,209,118,56.46
P04106,292,49,16.78
P04107,399,82,20.55
P04108,499,144,28.86
P04109,428,310,72.43
P04110,56,41,73.21
P04111,264,110,41.67
P04112,71,32,45.07
P04113,185,44,23.78
P04114,171,64,37.43
P04115,169,125,73.96
P04116,151,93,61.59
P04117,230,127,55.22
P04118,274,77,28.1
P04119,479,285,59.5
P04120,239,174,72.8
P04121,60,45,75.0
P04122,312,153,49.04
P04123,185,38,20.54
P04124,116,84,72.41
P04125,351,159,45.3
P04126,358,45,12.57
P04127,207,32,15.46
P04128,146,69,47.26
P04129,270,174,64.44
P04130,253,180,71.15
P04131,486,347,71.4
P04132,65,31,47.69
P04133,130,96,73.85
P04134,409,81,19.8
P04135,476,77,16.18
P04136,332,40,12.05
P04137,192,116,60.42
P04138,143,99,69.23
P04139,429,277,64.57
P04140,320,227,70.94
P04141,233,106,45.49
P04142,246,147,59.76
P04143,116,37,31.9
P04144,421,252,59.86
P04145,71,42,59.15
P04146,492,189,38.41
P04147,125,16,12.8
P04148,106,29,27.36
P04149,82,55,67.07
P04150,270,130,48.15
P04151,75,27,36.0
P04152,166,119,71.69
P04153,409,138,33.74
P04154,387,121,31.27
P04155,204,123,60.29
P04156,65,22,33.85
P04157,121,47,38.84
P04158,295,168,56.95
P04159,259,98,37.84
P04160,435,135,31.03
P04161,267,29,10.86
P04162,225,148,65.78
P04163,331,146,44.11
P04164,427,279,65.34
P04165,417,209,50.12
P04166,116,27,23.28
P04167,238,80,33.61
P04168,463,172,37.15
P04169,413,240,58.11
P04170,406,185,45.57
P04171,101,52,51.49
P04172,225,133,59.11
P04173,424,118,27.83
P04174,108,73,67.59
P04175,372,147,39.52
P04176,284,150,52.82
P04177,377,91,24.14
P04178,351,88,25.07
P04179,92,53,57.61
P04180,108,35,32.41
P04181,201,135,67.16
P04182,469,250,53.3
P04183,471,251,53.29
P04184,393,136,34.61
P04185,157,108,68.79
P04186,478,341,71.34
P04187,372,100,26.88
P04188,184,80,43.48
P04189,370,255,68.92
P04190,245,41,16.73
P04191,265,78,29.43
P04192,158,114,72.15
P04193,339,141,41.59
P04194,173,124,71.68
P04195,465,161,34.62
P04196,115,51,44.35
P04197,163,64,39.26
P04198,106,42,39.62
P04199,158,110,69.62
P04200,351,194,55.27
P04201,475,339,71.37
P04202,120,38,31.67
P04203,150,112,74.67
P04204,110,62,56.36
P04205,413,77,18.64
P04206,290,107,36.9
P04207,213,56,26.29
P04208,366,93,25.41
P04209,88,62,70.45
P04210,400,290,72.5
P04211,92,10,10.87
P04212,311,59,18.97
P04213,64,18,28.12
P04214,140,91,65.0
P04215,331,165,49.85
P04216,307,144,46.91
P04217,251,123,49.0
P04218,331,238,71.9
P04219,426,119,27.93
P04220,166,30,18.07
P04221,487,241,49.49
P04222,115,84,73.04
P04223,490,275,56.12
P04224,466,317,68.03
P04225,242,165,68.18
P04226,93,23,24.73
P04227,233,127,54.51
P04228,174,115,66.09
P04229,310,51,16.45
P04230,154,81,52.6
P04231,80,22,27.5
P04232,451,286,63.41
P04233,439,108,24.6
P04234,275,94,34.18
P04235,433,234,54.04
P04236,480,221,46.04
P04237,464,83,17.89
P04238,422,104,24.64
P04239,69,47,68.12
P04240,389,289,74.29
P04241,463,255,55.08
P04242,129,14,10.85
P04243,79,46,58.23
P04244,204,106,51.96
P04245,420,154,36.67
P04246,419,104,24.82
P04247,312,65,20.83
P04248,492,76,15.45
P04249,123,63,51.22
P04250,445,142,31.91
P04251,441,193,43.76
P04252,476,210,44.12
P04253,181,90,49.72
P04254,338,164,48.52
P04255,174,76,43.68
P04256,267,54,20.22
P04257,482,57,11.83
P04258,281,133,47.33
P04259,396,149,37.63
P04260,256,94,36.72
P04261,50,19,38.0
P04262,119,21,17.65
P04263,352,76,21.59
P04264,187,99,52.94
P04265,190,82,43.16
P04266,90,45,50.0
P04267,419,77,18.38
P04268,89,56,62.92
P04269,291,100,34.36
P04270,190,95,50.0
P04271,457,184,40.26
P04272,349,141,40.4
P04273,80,48,60.0
P04274,326,56,17.18
P04275,124,18,14.52
P04276,301,50,16.61
P04277,159,119,74.84
P04278,387,272,70.28
P04279,262,146,55.73
P04280,240,94,39.17
P04281,445,69,15.51
P04282,248,157,63.31
P04283,155,35,22.58
P04284,283,78,27.56
P04285,414,268,64.73
P04286,79,21,26.58
P04287,177,115,64.97
P04288,311,190,61.09
P04289,158,102,64.56
P04290,387,208,53.75
P04291,75,25,33.33
P04292,168,88,52.38
P04293,314,201,64.01
P04294,434,255,58.76
P04295,208,137,65.87
P04296,169,125,73.96
P04297,467,256,54.82
P04298,280,197,70.36
P04299,141,39,27.66
P04300,443,325,73.36
P04301,62,43,69.35
P04302,382,48,12.57
P04303,457,221,48.36
P04304,309,132,42.72
P04305,461,290,62.91
P04306,330,60,18.18
P04307,318,141,44.34
P04308,98,42,42.86
P04309,130,46,35.38
P04310,364,271,74.45
P04311,356,160,44.94
P04312,325,120,36.92
P04313,144,95,65.97
P04314,88,17,19.32
P04315,88,25,28.41
P04316,105,30,28.57
P04317,148,105,70.95
P04318,486,327,67.28
P04319,400,198,49.5
P04320,130,40,30.77
P04321,188,76,40.43
P04322,453,213,47.02
P04323,252,114,45.24
P04324,174,46,26.44
P04325,197,36,18.27
P04326,228,157,68.86
P04327,294,152,51.7
P04328,299,58,19.4
P04329,289,215,74.39
P04330,331,122,36.86
P04331,183,105,57.38
P04332,274,59,21.53
P04333,423,299,70.69
P04334,206,31,15.05
P04335,492,355,72.15
P04336,274,157,57.3
P04337,219,54,24.66
P04338,365,79,21.64
P04339,226,146,64.6
P04340,228,29,12.72
P04341,218,38,17.43
P04342,295,159,53.9
P04343,68,10,14.71
P04344,220,99,45.0
P04345,395,187,47.34
P04346,198,22,11.11
P04347,292,101,34.59
P04348,184,22,11.96
P04349,473,345,72.94
P04350,150,36,24.0
P04351,399,219,54.89
P04352,392,211,53.83
P04353,232,140,60.34
P04354,492,156,31.71
P04355,493,108,21.91
P04356,63,28,44.44
P04357,305,168,55.08
P04358,138,82,59.42
P04359,499,66,13.23
P04360,483,285,59.01
P04361,240,42,17.5
P04362,203,90,44.33
P04363,418,193,46.17
P04364,225,41,18.22
P04365,378,275,72.75
P04366,348,179,51.44
P04367,177,43,24.29
P04368,208,28,13.46
P04369,469,283,60.34
P04370,271,175,64.58
P04371,237,38,16.03
P04372,455,122,26.81
P04373,307,159,51.79
P04374,304,113,37.17
P04375,224,72,32.14
P04376,350,132,37.71
P04377,69,30,43.48
P04378,147,32,21.77
P04379,419,148,35.32
P04380,167,24,14.37
P04381,492,51,10.37
P04382,451,331,73.39
P04383,221,30,13.57
P04384,462,59,12.77
P04385,371,252,67.92
P04386,413,303,73.37
P04387,261,169,64.75
P04388,104,20,19.23
P04389,295,152,51.53
P04390,418,231,55.26
P04391,90,54,60.0
P04392,58,10,17.24
P04393,419,148,35.32
P04394,318,89,27.99
P04395,284,149,52.46
P04396,353,114,32.29
P04397,357,154,43.14
P04398,241,122,50.62
P04399,324,215,66.36
P04400,265,185,69.81
P04401,143,79,55.24
P04402,383,77,20.1
P04403,219,148,67.58
P04404,452,105,23.23
P04405,228,31,13.6
P04406,135,52,38.52
P04407,422,230,54.5
P04408,112,22,19.64
P04409,494,146,29.55
P04410,333,51,15.32
P04411,266,133,50.0
P04412,153,86,56.21
P04413,140,61,43.57
P04414,137,53,38.69
P04415,424,276,65.09
P04416,141,53,37.59
P04417,66,26,39.39
P04418,138,66,47.83
P04419,324,181,55.86
P04420,264,160,60.61
P04421,217,27,12.44
P04422,483,316,65.42
P04423,204,80,39.22
P04424,422,291,68.96
P04425,105,47,44.76
P04426,294,120,40.82
P04427,108,25,23.15
P04428,86,35,40.7
P04429,355,149,41.97
P04430,352,240,68.18
P04431,308,208,67.53
P04432,253,105,41.5
P04433,171,114,66.67
P04434,400,262,65.5
P04435,135,97,71.85
P04436,272,91,33.46
P04437,474,113,23.84
P04438,350,250,71.43
P04439,430,206,47.91
P04440,140,56,40.0
P04441,61,22,36.07
P04442,424,66,15.57
P04443,303,70,23.1
P04444,400,116,29.0
P04445,429,197,45.92
P04446,218,95,43.58
P04447,99,45,45.45
P04448,483,72,14.91
P04449,187,20,10.7
P04450,122,49,40.16
P04451,306,69,22.55
P04452,59,40,67.8
P04453,76,29,38.16
P04454,393,129,32.82
P04455,89,40,44.94
P04456,320,163,50.94
P04457,254,39,15.35
P04458,99,58,58.59
P04459,474,90,18.99
P04460,121,43,35.54
P04461,342,114,33.33
P04462,108,51,47.22
P04463,315,173,54.92
P04464,125,78,62.4
P04465,449,199,44.32
P04466,257,52,20.23
P04467,54,30,55.56
P04468,72,30,41.67
P04469,294,142,48.3
P04470,283,110,38.87
P04471,198,73,36.87
P04472,322,179,55.59
P04473,408,180,44.12
P04474,377,250,66.31
P04475,387,226,58.4
P04476,475,195,41.05
P04477,142,34,23.94
P04478,87,10,11.49
P04479,104,24,23.08
P04480,65,18,27.69
P04481,181,32,17.68
P04482,112,60,53.57
P04483,464,145,31.25
P04484,201,24,11.94
P04485,148,57,38.51
P04486,286,174,60.84
P04487,243,78,32.1
P04488,51,35,68.63
P04489,481,315,65.49
P04490,361,245,67.87
P04491,421,225,53.44
P04492,480,300,62.5
P04493,448,158,35.27
P04494,162,89,54.94
P04495,393,96,24.43
P04496,53,12,22.64
P04497,212,151,71.23
P04498,388,177,45.62
P04499,364,53,14.56
P04500,396,90,22.73
P04501,390,156,40.0
P04502,69,45,65.22
P04503,312,213,68.27
P04504,327,57,17.43
P04505,119,17,14.29
P04506,159,28,17.61
P04507,269,144,53.53
P04508,334,149,44.61
P04509,432,250,57.87
P04510,376,183,48.67
P04511,489,79,16.16
P04512,150,40,26.67
P04513,226,71,31.42
P04514,167,94,56.29
P04515,450,220,48.89
P04516,325,233,71.69
P04517,278,54,19.42
P04518,312,222,71.15
P04519,197,48,24.37
P04520,448,145,32.37
P04521,326,40,12.27
P04522,279,82,29.39
P04523,367,84,22.89
P04524,409,99,24.21
P04525,227,107,47.14
P04526,379,230,60.69
P04527,409,239,58.44
P04528,349,223,63.9
P04529,102,59,57.84
P04530,136,100,73.53
P04531,64,7,10.94
P04532,174,129,74.14
P04533,124,45,36.29
P04534,305,125,40.98
P04535,459,218,47.49
P04536,79,8,10.13
P04537,178,39,21.91
P04538,70,27,38.57
P04539,87,52,59.77
P04540,72,48,66.67
P04541,323,63,19.5
P04542,464,126,27.16
P04543,376,186,49.47
P04544,359,120,33.43
P04545,120,35,29.17
P04546,426,149,34.98
P04547,310,172,55.48
P04548,483,111,22.98
P04549,225,32,14.22
P04550,365,37,10.14
P04551,266,118,44.36
P04552,281,74,26.33
P04553,97,45,46.39
P04554,265,178,67.17
P04555,125,36,28.8
P04556,385,84,21.82
P04557,368,37,10.05
P04558,440,325,73.86
P04559,257,112,43.58
P04560,423,263,62.17
P04561,450,296,65.78
P04562,271,202,74.54
P04563,476,314,65.97
P04564,398,116,29.15
P04565,180,84,46.67
P04566,264,192,72.73
P04567,95,49,51.58
P04568,222,133,59.91
P04569,212,146,68.87
P04570,183,91,49.73
P04571,209,115,55.02
P04572,74,36,48.65
P04573,254,81,31.89
P04574,140,37,26.43
P04575,153,78,50.98
P04576,378,279,73.81
P04577,449,312,69.49
P04578,127,30,23.62
P04579,302,196,64.9
P04580,455,52,11.43
P04581,323,156,48.3
P04582,85,60,70.59
P04583,398,288,72.36
P04584,73,36,49.32
P04585,327,167,51.07
P04586,266,94,35.34
P04587,287,164,57.14
P04588,150,39,26.0
P04589,448,55,12.28
P04590,96,62,64.58
P04591,471,66,14.01
P04592,76,40,52.63
P04593,186,71,38.17
P04594,287,37,12.89
P04595,282,57,20.21
P04596,166,27,16.27
P04597,179,43,24.02
P04598,300,154,51.33
P04599,59,28,47.46
P04600,116,44,37.93
P04601,227,147,64.76
P04602,60,35,58.33
P04603,88,48,54.55
P04604,62,30,48.39
P04605,417,230,55.16
P04606,100,25,25.0
P04607,132,35,26.52
P04608,408,120,29.41
P04609,244,142,58.2
P04610,251,96,38.25
P04611,345,250,72.46
P04612,330,42,12.73
P04613,236,82,34.75
P04614,443,89,20.09
P04615,152,96,63.16
P04616,145,60,41.38
P04617,281,141,50.18
P04618,442,216,48.87
P04619,453,69,15.23
P04620,385,235,61.04
P04621,51,32,62.75
P04622,378,187,49.47
P04623,123,35,28.46
P04624,441,252,57.14
P04625,101,56,55.45
P04626,106,73,68.87
P04627,281,50,17.79
P04628,293,203,69.28
P04629,202,137,67.82
P04630,267,78,29.21
P04631,371,210,56.6
P04632,348,94,27.01
P04633,370,94,25.41
P04634,157,81,51.59
P04635,301,40,13.29
P04636,107,17,15.89
P04637,159,84,52.83
P04638,488,351,71.93
P04639,69,8,11.59
P04640,259,30,11.58
P04641,271,40,14.76
P04642,154,16,10.39
P04643,72,51,70.83
P04644,107,44,41.12
P04645,378,208,55.03
P04646,317,117,36.91
P04647,300,224,74.67
P04648,116,48,41.38
P04649,294,209,71.09
P04650,132,69,52.27
P04651,190,136,71.58
P04652,478,202,42.26
P04653,251,168,66.93
